fecha,cp_nivel_tk_rosario2_pred
2026-03-20 21:00:00,219.28741
2026-03-20 21:15:00,218.45793
2026-03-20 21:30:00,218.27563
2026-03-20 21:45:00,218.29489
2026-03-20 22:00:00,218.33481
2026-03-20 22:15:00,218.36224
2026-03-20 22:30:00,218.37068
2026-03-20 22:45:00,218.3617
2026-03-20 23:00:00,218.35825
2026-03-20 23:15:00,218.3545
2026-03-20 23:30:00,218.34158
2026-03-20 23:45:00,218.33958
