fecha,cp_nivel_tk_rosario2_pred
2026-03-20 21:00:00,220.65326
2026-03-20 21:15:00,220.20663
2026-03-20 21:30:00,219.74738
2026-03-20 21:45:00,219.37378
2026-03-20 22:00:00,219.12054
2026-03-20 22:15:00,218.97723
2026-03-20 22:30:00,218.9135
2026-03-20 22:45:00,218.89719
2026-03-20 23:00:00,218.90341
2026-03-20 23:15:00,218.91647
2026-03-20 23:30:00,218.92856
2026-03-20 23:45:00,218.93687
